frame,track_id,x,y,w,h,confidence,class_id,class_name,fps,video_width,video_height
11,36,682,252,28,44,tensor(0.2627),3,motorcycle,28,1920,1084
11,71,791,399,55,61,tensor(0.6913),3,motorcycle,28,1920,1084
11,74,1218,409,68,91,tensor(0.6257),3,motorcycle,28,1920,1084
11,89,967,398,76,66,tensor(0.7359),3,motorcycle,28,1920,1084
11,83,858,369,32,43,tensor(0.6090),3,motorcycle,28,1920,1084
12,3,1142,664,52,114,tensor(0.7818),3,motorcycle,28,1920,1084
12,5,1073,715,64,135,tensor(0.7431),3,motorcycle,28,1920,1084
12,7,473,427,89,63,tensor(0.8034),3,motorcycle,28,1920,1084
12,8,581,400,91,57,tensor(0.6657),3,motorcycle,28,1920,1084
12,9,1058,442,73,68,tensor(0.7396),3,motorcycle,28,1920,1084
12,10,282,535,46,82,tensor(0.4616),3,motorcycle,28,1920,1084
12,11,823,477,57,89,tensor(0.7531),3,motorcycle,28,1920,1084
12,13,1326,563,96,88,tensor(0.5554),3,motorcycle,28,1920,1084
12,19,411,565,49,91,tensor(0.6151),3,motorcycle,28,1920,1084
12,21,1453,764,46,96,tensor(0.3532),3,motorcycle,28,1920,1084
12,24,724,361,42,49,tensor(0.6626),3,motorcycle,28,1920,1084
12,28,290,589,100,89,tensor(0.3515),3,motorcycle,28,1920,1084
12,36,681,251,28,45,tensor(0.2594),3,motorcycle,28,1920,1084
12,71,783,401,55,58,tensor(0.6800),3,motorcycle,28,1920,1084
12,74,1211,411,67,89,tensor(0.5387),3,motorcycle,28,1920,1084
12,89,958,396,78,68,tensor(0.6812),3,motorcycle,28,1920,1084
12,83,859,369,32,42,tensor(0.6789),3,motorcycle,28,1920,1084
13,3,1144,662,50,110,tensor(0.7366),3,motorcycle,28,1920,1084
13,5,1076,714,63,130,tensor(0.7385),3,motorcycle,28,1920,1084
13,7,482,427,89,64,tensor(0.8073),3,motorcycle,28,1920,1084
13,8,568,401,90,55,tensor(0.6186),3,motorcycle,28,1920,1084
13,9,1052,441,74,70,tensor(0.7450),3,motorcycle,28,1920,1084
13,10,282,535,46,82,tensor(0.4079),3,motorcycle,28,1920,1084
13,11,818,480,56,88,tensor(0.7790),3,motorcycle,28,1920,1084
13,13,1326,564,95,87,tensor(0.5499),3,motorcycle,28,1920,1084
13,19,410,562,49,92,tensor(0.6166),3,motorcycle,28,1920,1084
13,21,1453,764,46,96,tensor(0.3369),3,motorcycle,28,1920,1084
13,24,722,361,42,49,tensor(0.6760),3,motorcycle,28,1920,1084
13,28,290,589,100,89,tensor(0.4411),3,motorcycle,28,1920,1084
13,36,681,252,28,44,tensor(0.2377),3,motorcycle,28,1920,1084
13,71,774,403,56,57,tensor(0.7164),3,motorcycle,28,1920,1084
13,74,1208,429,56,72,tensor(0.7109),3,motorcycle,28,1920,1084
13,89,951,400,74,64,tensor(0.7569),3,motorcycle,28,1920,1084
13,83,862,369,31,42,tensor(0.6682),3,motorcycle,28,1920,1084
14,3,1144,658,50,110,tensor(0.7558),3,motorcycle,28,1920,1084
14,5,1080,715,59,123,tensor(0.7458),3,motorcycle,28,1920,1084
14,7,494,430,85,61,tensor(0.8093),3,motorcycle,28,1920,1084
14,8,558,400,91,56,tensor(0.4822),3,motorcycle,28,1920,1084
14,9,1049,447,68,64,tensor(0.7245),3,motorcycle,28,1920,1084
14,10,282,535,46,82,tensor(0.4267),3,motorcycle,28,1920,1084
14,11,813,481,57,90,tensor(0.7805),3,motorcycle,28,1920,1084
14,13,1326,565,94,86,tensor(0.5555),3,motorcycle,28,1920,1084
14,19,408,560,50,92,tensor(0.6525),3,motorcycle,28,1920,1084
14,21,1453,764,46,97,tensor(0.3488),3,motorcycle,28,1920,1084
14,24,720,360,42,50,tensor(0.7025),3,motorcycle,28,1920,1084
14,28,290,589,100,89,tensor(0.3800),3,motorcycle,28,1920,1084
14,36,681,252,28,44,tensor(0.2351),3,motorcycle,28,1920,1084
14,71,764,405,55,55,tensor(0.7335),3,motorcycle,28,1920,1084
14,74,1202,437,52,64,tensor(0.7319),3,motorcycle,28,1920,1084
14,89,943,404,70,59,tensor(0.7420),3,motorcycle,28,1920,1084
14,83,864,370,31,40,tensor(0.7160),3,motorcycle,28,1920,1084
15,3,1144,657,51,109,tensor(0.7574),3,motorcycle,28,1920,1084
15,5,1081,717,58,119,tensor(0.7497),3,motorcycle,28,1920,1084
15,7,497,431,85,60,tensor(0.8113),3,motorcycle,28,1920,1084
15,8,554,399,92,56,tensor(0.4788),3,motorcycle,28,1920,1084
15,9,1047,448,67,64,tensor(0.7289),3,motorcycle,28,1920,1084
15,10,282,535,46,82,tensor(0.4292),3,motorcycle,28,1920,1084
15,11,812,482,56,90,tensor(0.7812),3,motorcycle,28,1920,1084
15,13,1326,565,94,86,tensor(0.5794),3,motorcycle,28,1920,1084
15,19,408,559,50,92,tensor(0.6705),3,motorcycle,28,1920,1084
15,21,1453,764,46,97,tensor(0.3585),3,motorcycle,28,1920,1084
15,24,720,359,42,51,tensor(0.6909),3,motorcycle,28,1920,1084
15,28,290,589,100,89,tensor(0.3723),3,motorcycle,28,1920,1084
15,36,681,252,28,44,tensor(0.2411),3,motorcycle,28,1920,1084
15,71,761,406,56,54,tensor(0.7410),3,motorcycle,28,1920,1084
15,74,1200,439,52,62,tensor(0.7351),3,motorcycle,28,1920,1084
15,89,941,405,69,58,tensor(0.7401),3,motorcycle,28,1920,1084
15,83,865,371,30,39,tensor(0.7187),3,motorcycle,28,1920,1084
16,3,1145,655,49,109,tensor(0.7417),3,motorcycle,28,1920,1084
16,5,1082,706,61,127,tensor(0.7126),3,motorcycle,28,1920,1084
16,7,502,428,90,62,tensor(0.7953),3,motorcycle,28,1920,1084
16,8,561,404,82,51,tensor(0.6004),3,motorcycle,28,1920,1084
16,9,1043,449,66,64,tensor(0.7194),3,motorcycle,28,1920,1084
16,10,282,535,46,82,tensor(0.4604),3,motorcycle,28,1920,1084
16,11,807,485,55,89,tensor(0.7629),3,motorcycle,28,1920,1084
16,13,1325,564,95,87,tensor(0.5716),3,motorcycle,28,1920,1084
16,19,408,558,49,92,tensor(0.6845),3,motorcycle,28,1920,1084
16,21,1453,764,46,97,tensor(0.3546),3,motorcycle,28,1920,1084
16,24,719,360,41,50,tensor(0.6382),3,motorcycle,28,1920,1084
16,28,290,589,100,89,tensor(0.3456),3,motorcycle,28,1920,1084
16,36,681,252,28,44,tensor(0.2577),3,motorcycle,28,1920,1084
16,71,752,406,58,54,tensor(0.7340),3,motorcycle,28,1920,1084
16,74,1193,440,54,62,tensor(0.6882),3,motorcycle,28,1920,1084
16,89,934,404,71,59,tensor(0.7245),3,motorcycle,28,1920,1084
16,83,868,371,30,39,tensor(0.7061),3,motorcycle,28,1920,1084
17,3,1143,651,50,108,tensor(0.7481),3,motorcycle,28,1920,1084
17,5,1086,707,58,121,tensor(0.7378),3,motorcycle,28,1920,1084
17,7,508,423,97,68,tensor(0.7653),3,motorcycle,28,1920,1084
17,8,561,405,78,50,tensor(0.4665),3,motorcycle,28,1920,1084
17,9,1038,450,66,63,tensor(0.7374),3,motorcycle,28,1920,1084
17,10,282,535,46,82,tensor(0.3943),3,motorcycle,28,1920,1084
17,11,802,487,55,90,tensor(0.7894),3,motorcycle,28,1920,1084
17,13,1326,564,93,87,tensor(0.5794),3,motorcycle,28,1920,1084
17,19,408,558,48,89,tensor(0.6646),3,motorcycle,28,1920,1084
17,21,1453,764,46,97,tensor(0.3600),3,motorcycle,28,1920,1084
17,24,717,360,41,51,tensor(0.5934),3,motorcycle,28,1920,1084
17,28,290,589,100,89,tensor(0.4191),3,motorcycle,28,1920,1084
17,36,680,251,29,46,tensor(0.3067),3,motorcycle,28,1920,1084
17,71,743,405,60,55,tensor(0.7038),3,motorcycle,28,1920,1084
17,74,1184,437,58,66,tensor(0.7445),3,motorcycle,28,1920,1084
17,89,925,404,72,59,tensor(0.7625),3,motorcycle,28,1920,1084
17,83,869,371,30,39,tensor(0.6692),3,motorcycle,28,1920,1084
17,222,1005,393,53,54,tensor(0.3693),3,motorcycle,28,1920,1084
18,3,1143,649,50,107,tensor(0.7345),3,motorcycle,28,1920,1084
18,5,1087,698,60,125,tensor(0.7182),3,motorcycle,28,1920,1084
18,7,518,424,96,67,tensor(0.7664),3,motorcycle,28,1920,1084
18,8,542,399,87,58,tensor(0.3392),3,motorcycle,28,1920,1084
18,9,1032,452,66,62,tensor(0.7370),3,motorcycle,28,1920,1084
18,10,282,535,46,82,tensor(0.3761),3,motorcycle,28,1920,1084
18,11,797,488,56,92,tensor(0.7811),3,motorcycle,28,1920,1084
18,13,1326,564,94,87,tensor(0.5957),3,motorcycle,28,1920,1084
18,19,407,558,47,87,tensor(0.5839),3,motorcycle,28,1920,1084
18,21,1453,764,46,97,tensor(0.3706),3,motorcycle,28,1920,1084
18,24,716,359,41,52,tensor(0.5060),3,motorcycle,28,1920,1084
18,28,290,589,100,89,tensor(0.3941),3,motorcycle,28,1920,1084
18,36,680,252,28,45,tensor(0.3287),3,motorcycle,28,1920,1084
18,71,732,403,63,57,tensor(0.7237),3,motorcycle,28,1920,1084
18,74,1177,437,60,67,tensor(0.7690),3,motorcycle,28,1920,1084
18,89,915,404,73,59,tensor(0.7804),3,motorcycle,28,1920,1084
18,83,871,371,30,39,tensor(0.6827),3,motorcycle,28,1920,1084
18,222,1001,393,53,54,tensor(0.3633),3,motorcycle,28,1920,1084
19,3,1143,646,49,106,tensor(0.7279),3,motorcycle,28,1920,1084
19,5,1087,684,65,135,tensor(0.7275),3,motorcycle,28,1920,1084
19,7,526,424,96,67,tensor(0.7875),3,motorcycle,28,1920,1084
19,9,1027,453,65,62,tensor(0.7585),3,motorcycle,28,1920,1084
19,10,282,535,46,82,tensor(0.3866),3,motorcycle,28,1920,1084
19,11,791,492,56,93,tensor(0.7773),3,motorcycle,28,1920,1084
19,13,1326,565,94,86,tensor(0.5887),3,motorcycle,28,1920,1084
19,19,406,558,47,85,tensor(0.6551),3,motorcycle,28,1920,1084
19,21,1453,765,46,95,tensor(0.3801),3,motorcycle,28,1920,1084
19,24,715,359,41,53,tensor(0.4164),3,motorcycle,28,1920,1084
19,28,290,589,100,89,tensor(0.3762),3,motorcycle,28,1920,1084
19,36,680,252,28,44,tensor(0.3293),3,motorcycle,28,1920,1084
19,71,721,403,65,57,tensor(0.7360),3,motorcycle,28,1920,1084
19,74,1170,439,60,65,tensor(0.7438),3,motorcycle,28,1920,1084
19,89,906,406,71,57,tensor(0.7793),3,motorcycle,28,1920,1084
19,83,873,371,29,38,tensor(0.6685),3,motorcycle,28,1920,1084
19,222,993,393,55,55,tensor(0.4218),3,motorcycle,28,1920,1084
19,241,465,387,78,60,tensor(0.5376),3,motorcycle,28,1920,1084
20,3,1143,645,49,105,tensor(0.7267),3,motorcycle,28,1920,1084
20,5,1088,679,65,139,tensor(0.7263),3,motorcycle,28,1920,1084
20,7,529,424,96,67,tensor(0.7894),3,motorcycle,28,1920,1084
20,9,1025,453,65,62,tensor(0.7586),3,motorcycle,28,1920,1084
20,10,282,535,46,82,tensor(0.3858),3,motorcycle,28,1920,1084
20,11,789,493,56,94,tensor(0.7780),3,motorcycle,28,1920,1084
20,13,1327,565,93,86,tensor(0.5836),3,motorcycle,28,1920,1084
20,19,406,559,46,83,tensor(0.6376),3,motorcycle,28,1920,1084
20,21,1453,765,46,95,tensor(0.3773),3,motorcycle,28,1920,1084
20,24,714,359,42,53,tensor(0.4242),3,motorcycle,28,1920,1084
20,28,290,589,100,89,tensor(0.3793),3,motorcycle,28,1920,1084
20,36,680,253,28,43,tensor(0.3203),3,motorcycle,28,1920,1084
20,71,718,404,66,56,tensor(0.7360),3,motorcycle,28,1920,1084
20,74,1167,439,61,66,tensor(0.7406),3,motorcycle,28,1920,1084
20,89,903,407,70,55,tensor(0.7772),3,motorcycle,28,1920,1084
20,83,874,371,29,38,tensor(0.6669),3,motorcycle,28,1920,1084
20,222,991,392,55,56,tensor(0.4243),3,motorcycle,28,1920,1084
20,241,463,387,77,60,tensor(0.5607),3,motorcycle,28,1920,1084
21,3,1142,639,50,106,tensor(0.6969),3,motorcycle,28,1920,1084
21,5,1092,689,59,123,tensor(0.7170),3,motorcycle,28,1920,1084
21,7,547,427,91,64,tensor(0.7990),3,motorcycle,28,1920,1084
21,9,1016,454,66,63,tensor(0.7737),3,motorcycle,28,1920,1084
21,10,282,535,46,82,tensor(0.3457),3,motorcycle,28,1920,1084
21,11,782,496,56,96,tensor(0.7612),3,motorcycle,28,1920,1084
21,13,1327,565,92,86,tensor(0.5540),3,motorcycle,28,1920,1084
21,19,405,557,45,82,tensor(0.6836),3,motorcycle,28,1920,1084
