frame,track_id,x,y,w,h,confidence,class_id,class_name,fps,video_width,video_height
13,11,481,625,48,130,tensor(1),3,motorcycle,28,1920,1084
14,1,1350,745,81,113,tensor(1),3,motorcycle,28,1920,1084
14,2,1139,489,35,60,tensor(1),3,motorcycle,28,1920,1084
14,3,356,638,76,110,tensor(1),3,motorcycle,28,1920,1084
14,4,955,817,72,136,tensor(1),3,motorcycle,28,1920,1084
14,5,1238,701,55,95,tensor(1),3,motorcycle,28,1920,1084
14,6,733,329,30,45,tensor(1),3,motorcycle,28,1920,1084
14,7,762,316,21,35,tensor(1),3,motorcycle,28,1920,1084
14,12,1261,502,77,68,tensor(1),3,motorcycle,28,1920,1084
14,8,982,633,49,95,tensor(1),3,motorcycle,28,1920,1084
14,9,915.71,381.59,52.29,43,tensor(1),3,motorcycle,28,1920,1084
14,11,472.58,623.94,63.93,133.38,tensor(1),3,motorcycle,28,1920,1084
15,1,1350,744,81,114,tensor(1),3,motorcycle,28,1920,1084
15,2,1141,490,35,59,tensor(1),3,motorcycle,28,1920,1084
15,3,356,635,78,113,tensor(1),3,motorcycle,28,1920,1084
15,4,958,804,71,136,tensor(1),3,motorcycle,28,1920,1084
15,5,1237,699,56,97,tensor(1),3,motorcycle,28,1920,1084
15,6,733,328,31,46,tensor(1),3,motorcycle,28,1920,1084
15,7,762,317,20,35,tensor(1),3,motorcycle,28,1920,1084
15,12,1262,504,76,66,tensor(1),3,motorcycle,28,1920,1084
15,8,982,631,50,95,tensor(1),3,motorcycle,28,1920,1084
15,9,915.64,386.86,51.36,42,tensor(1),3,motorcycle,28,1920,1084
15,11,481,625,49,129,tensor(1),3,motorcycle,28,1920,1084
16,1,1349,745,81,114,tensor(1),3,motorcycle,28,1920,1084
16,2,1150,483,37,64,tensor(1),3,motorcycle,28,1920,1084
16,3,355,639,76,111,tensor(1),3,motorcycle,28,1920,1084
16,4,957,779,74,140,tensor(1),3,motorcycle,28,1920,1084
16,5,1234,695,58,101,tensor(1),3,motorcycle,28,1920,1084
16,6,733,327,32,48,tensor(1),3,motorcycle,28,1920,1084
16,7,760,318,20,34,tensor(1),3,motorcycle,28,1920,1084
16,12,1260,505,73,64,tensor(1),3,motorcycle,28,1920,1084
16,8,986,622,48,90,tensor(1),3,motorcycle,28,1920,1084
16,9,916.12,380.73,41.18,46,tensor(1),3,motorcycle,28,1920,1084
16,11,474.14,623.31,58.66,132.88,tensor(1),3,motorcycle,28,1920,1084
17,1,1349,745,81,114,tensor(1),3,motorcycle,28,1920,1084
17,2,1153,481,38,65,tensor(1),3,motorcycle,28,1920,1084
17,3,355,640,75,110,tensor(1),3,motorcycle,28,1920,1084
17,4,957,770,74,141,tensor(1),3,motorcycle,28,1920,1084
17,5,1233,694,59,102,tensor(1),3,motorcycle,28,1920,1084
17,6,733,327,32,48,tensor(1),3,motorcycle,28,1920,1084
17,7,759,318,20,35,tensor(1),3,motorcycle,28,1920,1084
17,12,1259,505,72,63,tensor(1),3,motorcycle,28,1920,1084
17,8,988,619,47,88,tensor(1),3,motorcycle,28,1920,1084
17,9,909.78,380.8,52.9200000000001,47,tensor(1),3,motorcycle,28,1920,1084
17,11,480,625,48,129,tensor(1),3,motorcycle,28,1920,1084
18,1,1350,745,81,114,tensor(1),3,motorcycle,28,1920,1084
18,2,1159,481,36,60,tensor(1),3,motorcycle,28,1920,1084
18,3,355,640,75,110,tensor(1),3,motorcycle,28,1920,1084
18,4,958,761,72,136,tensor(1),3,motorcycle,28,1920,1084
18,5,1232,694,58,102,tensor(1),3,motorcycle,28,1920,1084
18,6,733,327,32,49,tensor(1),3,motorcycle,28,1920,1084
18,7,759,319,21,34,tensor(1),3,motorcycle,28,1920,1084
18,12,1266,508,70,61,tensor(1),3,motorcycle,28,1920,1084
18,8,989,614,46,84,tensor(1),3,motorcycle,28,1920,1084
18,9,914.59,372.8,41.51,66.7,tensor(1),3,motorcycle,28,1920,1084
18,11,474.65,623.49,58.46,131.5,tensor(1),3,motorcycle,28,1920,1084
19,1,1350,746,82,113,tensor(1),3,motorcycle,28,1920,1084
19,2,1164,481,35,57,tensor(1),3,motorcycle,28,1920,1084
19,3,354,639,77,111,tensor(1),3,motorcycle,28,1920,1084
19,4,958,750,73,137,tensor(1),3,motorcycle,28,1920,1084
19,5,1231,692,59,104,tensor(1),3,motorcycle,28,1920,1084
19,6,733,328,32,47,tensor(1),3,motorcycle,28,1920,1084
19,7,760,318,21,36,tensor(1),3,motorcycle,28,1920,1084
19,12,1266,508,75,65,tensor(1),3,motorcycle,28,1920,1084
19,8,991,612,44,79,tensor(1),3,motorcycle,28,1920,1084
19,9,922,377,28.7,49.7,tensor(1),3,motorcycle,28,1920,1084
19,11,478.31,623.8,52.04,129.93,tensor(1),3,motorcycle,28,1920,1084
20,1,1350,746,82,113,tensor(1),3,motorcycle,28,1920,1084
20,2,1166,481,34,56,tensor(1),3,motorcycle,28,1920,1084
20,3,354,639,77,111,tensor(1),3,motorcycle,28,1920,1084
20,4,958,745,74,139,tensor(1),3,motorcycle,28,1920,1084
20,5,1231,692,59,104,tensor(1),3,motorcycle,28,1920,1084
20,6,734,328,31,47,tensor(1),3,motorcycle,28,1920,1084
20,7,760,318,22,37,tensor(1),3,motorcycle,28,1920,1084
20,12,1267,509,76,65,tensor(1),3,motorcycle,28,1920,1084
20,13,1276,537,76,80,tensor(1),3,motorcycle,28,1920,1084
20,8,991,611,45,77,tensor(1),3,motorcycle,28,1920,1084
20,9,922,377,30.9,56.1,tensor(1),3,motorcycle,28,1920,1084
20,11,480,624,49,129,tensor(1),3,motorcycle,28,1920,1084
21,1,1350,747,82,113,tensor(1),3,motorcycle,28,1920,1084
21,2,1169,480,33,54,tensor(1),3,motorcycle,28,1920,1084
21,3,354,640,76,110,tensor(1),3,motorcycle,28,1920,1084
21,4,961,745,70,132,tensor(1),3,motorcycle,28,1920,1084
21,5,1233,698,56,98,tensor(1),3,motorcycle,28,1920,1084
21,6,734,328,31,47,tensor(1),3,motorcycle,28,1920,1084
21,7,761,319,21,36,tensor(1),3,motorcycle,28,1920,1084
21,12,1267,510,78,66,tensor(1),3,motorcycle,28,1920,1084
21,13,1276,538,75,79,tensor(1),3,motorcycle,28,1920,1084
21,8,993,608,42,70,tensor(1),3,motorcycle,28,1920,1084
21,9,920,375,32.9,62.4,tensor(1),3,motorcycle,28,1920,1084
21,11,474.96,622.86,58.2300000000001,130.15,tensor(1),3,motorcycle,28,1920,1084
22,1,1350,747,82,113,tensor(1),3,motorcycle,28,1920,1084
22,2,1172,480,33,53,tensor(1),3,motorcycle,28,1920,1084
22,3,354,640,76,110,tensor(1),3,motorcycle,28,1920,1084
22,4,964,745,68,126,tensor(1),3,motorcycle,28,1920,1084
22,5,1234,701,54,95,tensor(1),3,motorcycle,28,1920,1084
22,6,735,327,32,49,tensor(1),3,motorcycle,28,1920,1084
22,7,762,320,21,37,tensor(1),3,motorcycle,28,1920,1084
22,12,1266,508,79,67,tensor(1),3,motorcycle,28,1920,1084
22,13,1280,540,72,76,tensor(1),3,motorcycle,28,1920,1084
22,8,993,606,43,70,tensor(1),3,motorcycle,28,1920,1084
22,9,919,374.07,28.5,54.8,tensor(1),3,motorcycle,28,1920,1084
22,11,480,624,49,131,tensor(1),3,motorcycle,28,1920,1084
23,1,1350,747,82,113,tensor(1),3,motorcycle,28,1920,1084
23,2,1172,480,35,53,tensor(1),3,motorcycle,28,1920,1084
23,3,354,640,76,110,tensor(1),3,motorcycle,28,1920,1084
23,4,965,748,66,122,tensor(1),3,motorcycle,28,1920,1084
23,5,1235,702,54,94,tensor(1),3,motorcycle,28,1920,1084
23,6,735,327,33,49,tensor(1),3,motorcycle,28,1920,1084
23,7,763,320,21,37,tensor(1),3,motorcycle,28,1920,1084
23,12,1266,507,80,68,tensor(1),3,motorcycle,28,1920,1084
23,8,992,606,44,70,tensor(1),3,motorcycle,28,1920,1084
23,9,919,373,29.5,58,tensor(1),3,motorcycle,28,1920,1084
23,11,474.96,620.14,58.6100000000001,132.69,tensor(1),3,motorcycle,28,1920,1084
24,1,1348,747,83,113,tensor(1),3,motorcycle,28,1920,1084
24,2,1177,478,36,55,tensor(1),3,motorcycle,28,1920,1084
24,3,354,640,76,110,tensor(1),3,motorcycle,28,1920,1084
24,4,966,735,68,125,tensor(1),3,motorcycle,28,1920,1084
24,5,1235,700,55,96,tensor(1),3,motorcycle,28,1920,1084
24,6,736,327,33,49,tensor(1),3,motorcycle,28,1920,1084
24,7,764,321,21,38,tensor(1),3,motorcycle,28,1920,1084
24,12,1270,511,76,64,tensor(1),3,motorcycle,28,1920,1084
24,8,997,620,36,56,tensor(1),3,motorcycle,28,1920,1084
24,9,908,360,43.3,60.5,tensor(1),3,motorcycle,28,1920,1084
24,11,475.3,621.03,55.92,132.63,tensor(1),3,motorcycle,28,1920,1084
25,1,1348,748,82,112,tensor(1),3,motorcycle,28,1920,1084
25,2,1180,475,38,57,tensor(1),3,motorcycle,28,1920,1084
25,3,355,641,75,109,tensor(1),3,motorcycle,28,1920,1084
25,4,968,727,67,125,tensor(1),3,motorcycle,28,1920,1084
25,5,1234,697,56,99,tensor(1),3,motorcycle,28,1920,1084
25,6,737,328,33,48,tensor(1),3,motorcycle,28,1920,1084
25,7,764,325,21,36,tensor(1),3,motorcycle,28,1920,1084
25,12,1271,513,76,63,tensor(1),3,motorcycle,28,1920,1084
25,14,1244,498,73,44,tensor(1),3,motorcycle,28,1920,1084
25,8,998,624,33,48,tensor(1),3,motorcycle,28,1920,1084
25,9,908,360,36.9,64.7,tensor(1),3,motorcycle,28,1920,1084
25,11,479,625,49,132,tensor(1),3,motorcycle,28,1920,1084
26,1,1347,748,83,112,tensor(1),3,motorcycle,28,1920,1084
26,2,1185,475,38,56,tensor(1),3,motorcycle,28,1920,1084
26,3,355,641,76,109,tensor(1),3,motorcycle,28,1920,1084
26,4,969,718,68,127,tensor(1),3,motorcycle,28,1920,1084
26,5,1233,694,58,102,tensor(1),3,motorcycle,28,1920,1084
26,6,737,328,33,49,tensor(1),3,motorcycle,28,1920,1084
26,7,765,323,22,39,tensor(1),3,motorcycle,28,1920,1084
26,12,1272,513,76,63,tensor(1),3,motorcycle,28,1920,1084
26,14,1244,498,73,44,tensor(1),3,motorcycle,28,1920,1084
26,8,998,624,33,48,tensor(1),3,motorcycle,28,1920,1084
26,9,908,358.87,38.9,62.68,tensor(1),3,motorcycle,28,1920,1084
26,11,478,624,50,132,tensor(1),3,motorcycle,28,1920,1084
27,1,1347,748,83,112,tensor(1),3,motorcycle,28,1920,1084
27,2,1186,475,38,56,tensor(1),3,motorcycle,28,1920,1084
27,3,355,641,76,109,tensor(1),3,motorcycle,28,1920,1084
27,4,970,715,68,128,tensor(1),3,motorcycle,28,1920,1084
27,5,1232,692,59,104,tensor(1),3,motorcycle,28,1920,1084
27,6,737,328,33,49,tensor(1),3,motorcycle,28,1920,1084
27,7,765,323,22,39,tensor(1),3,motorcycle,28,1920,1084
27,12,1272,513,76,63,tensor(1),3,motorcycle,28,1920,1084
27,14,1244,498,73,44,tensor(1),3,motorcycle,28,1920,1084
27,8,998,619.06,33.8,52.9400000000001,tensor(1),3,motorcycle,28,1920,1084
27,9,908,357.74,40.9,60.66,tensor(1),3,motorcycle,28,1920,1084
27,11,477.73,624.22,50.89,133.13,tensor(1),3,motorcycle,28,1920,1084
28,1,1347,748,83,112,tensor(1),3,motorcycle,28,1920,1084
28,2,1189,474,38,56,tensor(1),3,motorcycle,28,1920,1084
28,3,355,641,76,109,tensor(1),3,motorcycle,28,1920,1084
28,4,971,712,68,126,tensor(1),3,motorcycle,28,1920,1084
28,5,1233,694,57,102,tensor(1),3,motorcycle,28,1920,1084
28,6,737,329,33,48,tensor(1),3,motorcycle,28,1920,1084
28,7,765,323,23,39,tensor(1),3,motorcycle,28,1920,1084
28,12,1271,512,77,63,tensor(1),3,motorcycle,28,1920,1084
28,14,1244,499,72,43,tensor(1),3,motorcycle,28,1920,1084
28,8,998,614.12,34.5999999999999,57.88,tensor(1),3,motorcycle,28,1920,1084
28,9,908,355,39.2,70.9,tensor(1),3,motorcycle,28,1920,1084
28,11,476.72,624.16,51.9399999999999,133.24,tensor(1),3,motorcycle,28,1920,1084
29,1,1347,747,84,113,tensor(1),3,motorcycle,28,1920,1084
29,2,1192,473,39,56,tensor(1),3,motorcycle,28,1920,1084
29,3,356,642,75,108,tensor(1),3,motorcycle,28,1920,1084
29,4,971,706,69,127,tensor(1),3,motorcycle,28,1920,1084
29,5,1233,693,58,103,tensor(1),3,motorcycle,28,1920,1084
29,6,737,330,34,47,tensor(1),3,motorcycle,28,1920,1084
29,7,765,321,23,41,tensor(1),3,motorcycle,28,1920,1084
29,12,1270,513,76,61,tensor(1),3,motorcycle,28,1920,1084
29,14,1244,499,73,44,tensor(1),3,motorcycle,28,1920,1084
29,8,998,609.19,35.4000000000001,62.8099999999999,tensor(1),3,motorcycle,28,1920,1084
29,9,908,355,30.6,65.5,tensor(1),3,motorcycle,28,1920,1084
29,11,478,626,50,131,tensor(1),3,motorcycle,28,1920,1084
30,1,1346,746,84,114,tensor(1),3,motorcycle,28,1920,1084
30,2,1197,473,36,50,tensor(1),3,motorcycle,28,1920,1084
30,3,354,638,80,113,tensor(1),3,motorcycle,28,1920,1084
30,4,974,701,67,125,tensor(1),3,motorcycle,28,1920,1084
30,5,1233,696,57,101,tensor(1),3,motorcycle,28,1920,1084
30,6,737,333,32,45,tensor(1),3,motorcycle,28,1920,1084
30,7,765,320,24,42,tensor(1),3,motorcycle,28,1920,1084
30,12,1267,509,79,63,tensor(1),3,motorcycle,28,1920,1084
30,14,1244,500,74,44,tensor(1),3,motorcycle,28,1920,1084
30,8,998,604.25,36.2,67.75,tensor(1),3,motorcycle,28,1920,1084
30,9,911,347,24,81,tensor(1),3,motorcycle,28,1920,1084
30,11,469,627.95,66.22,131.37,tensor(1),3,motorcycle,28,1920,1084
31,1,1346,745,85,115,tensor(1),3,motorcycle,28,1920,1084
31,2,1202,473,36,49,tensor(1),3,motorcycle,28,1920,1084
31,3,354,637,80,114,tensor(1),3,motorcycle,28,1920,1084
31,4,977,696,66,124,tensor(1),3,motorcycle,28,1920,1084
31,5,1233,698,56,99,tensor(1),3,motorcycle,28,1920,1084
31,6,737,334,31,45,tensor(1),3,motorcycle,28,1920,1084
31,7,765,319,23,43,tensor(1),3,motorcycle,28,1920,1084
31,12,1264,507,82,66,tensor(1),3,motorcycle,28,1920,1084
31,14,1246,500,73,44,tensor(1),3,motorcycle,28,1920,1084
31,8,998,599.31,37,72.6900000000001,tensor(1),3,motorcycle,28,1920,1084
31,9,906.89,343.76,28.16,76.64,tensor(1),3,motorcycle,28,1920,1084
31,11,478,628,51,129,tensor(1),3,motorcycle,28,1920,1084
32,1,1346,745,85,115,tensor(1),3,motorcycle,28,1920,1084
32,2,1203,472,37,50,tensor(1),3,motorcycle,28,1920,1084
32,3,354,637,80,115,tensor(1),3,motorcycle,28,1920,1084
32,4,978,694,65,124,tensor(1),3,motorcycle,28,1920,1084
32,5,1234,699,55,98,tensor(1),3,motorcycle,28,1920,1084
32,6,737,334,31,45,tensor(1),3,motorcycle,28,1920,1084
32,7,765,318,23,44,tensor(1),3,motorcycle,28,1920,1084
32,12,1261,506,85,67,tensor(1),3,motorcycle,28,1920,1084
32,14,1247,500,73,44,tensor(1),3,motorcycle,28,1920,1084
32,8,998,594.38,37.8,77.62,tensor(1),3,motorcycle,28,1920,1084
32,9,906.82,345.71,28.2299999999999,72.72,tensor(1),3,motorcycle,28,1920,1084
32,11,478,629,50,128,tensor(1),3,motorcycle,28,1920,1084
33,1,1347,745,85,115,tensor(1),3,motorcycle,28,1920,1084
33,2,1208,473,37,49,tensor(1),3,motorcycle,28,1920,1084
33,3,354,637,80,115,tensor(1),3,motorcycle,28,1920,1084
33,4,980,687,65,123,tensor(1),3,motorcycle,28,1920,1084
33,5,1233,694,58,103,tensor(1),3,motorcycle,28,1920,1084
33,6,736,335,32,45,tensor(1),3,motorcycle,28,1920,1084
33,7,764,320,22,42,tensor(1),3,motorcycle,28,1920,1084
33,12,1261,505,88,70,tensor(1),3,motorcycle,28,1920,1084
33,14,1250,500,72,44,tensor(1),3,motorcycle,28,1920,1084
33,8,998,589.44,38.5999999999999,82.56,tensor(1),3,motorcycle,28,1920,1084
33,9,909,340,23,79,tensor(1),3,motorcycle,28,1920,1084
33,11,478,629,49,125,tensor(1),3,motorcycle,28,1920,1084
34,1,1347,745,85,115,tensor(1),3,motorcycle,28,1920,1084
34,2,1209,473,39,49,tensor(1),3,motorcycle,28,1920,1084
34,3,354,637,80,115,tensor(1),3,motorcycle,28,1920,1084
34,4,980,685,66,123,tensor(1),3,motorcycle,28,1920,1084
34,5,1232,692,60,105,tensor(1),3,motorcycle,28,1920,1084
34,6,736,336,31,45,tensor(1),3,motorcycle,28,1920,1084
34,7,763,321,22,41,tensor(1),3,motorcycle,28,1920,1084
34,12,1261,505,89,70,tensor(1),3,motorcycle,28,1920,1084
34,14,1251,499,72,45,tensor(1),3,motorcycle,28,1920,1084
34,8,998,584.5,39.4000000000001,87.5,tensor(1),3,motorcycle,28,1920,1084
34,9,906.76,335.66,26.91,80.85,tensor(1),3,motorcycle,28,1920,1084
34,11,466.18,627.64,69.19,132.94,tensor(1),3,motorcycle,28,1920,1084
35,1,1348,745,85,115,tensor(1),3,motorcycle,28,1920,1084
35,2,1212,473,41,51,tensor(1),3,motorcycle,28,1920,1084
35,3,354,639,78,112,tensor(1),3,motorcycle,28,1920,1084
35,4,983,686,62,116,tensor(1),3,motorcycle,28,1920,1084
35,5,1231,689,62,108,tensor(1),3,motorcycle,28,1920,1084
35,6,736,336,32,45,tensor(1),3,motorcycle,28,1920,1084
35,7,763,320,23,43,tensor(1),3,motorcycle,28,1920,1084
35,12,1264,507,86,69,tensor(1),3,motorcycle,28,1920,1084
35,14,1252,498,73,46,tensor(1),3,motorcycle,28,1920,1084
35,8,998,583.69,39.4000000000001,87.5,tensor(1),3,motorcycle,28,1920,1084
35,9,905,336,27,82,tensor(1),3,motorcycle,28,1920,1084
35,11,468.78,627.25,67.85,129.73,tensor(1),3,motorcycle,28,1920,1084
36,1,1348,745,85,115,tensor(1),3,motorcycle,28,1920,1084
36,2,1214,472,44,54,tensor(1),3,motorcycle,28,1920,1084
36,3,355,638,80,113,tensor(1),3,motorcycle,28,1920,1084
36,4,985,684,61,113,tensor(1),3,motorcycle,28,1920,1084
36,5,1233,694,59,103,tensor(1),3,motorcycle,28,1920,1084
